27.3	4.389
32.8	4.40
34.7	4.42
35.3	4.42
36.3	4.43
37.6	4.44
38.5	4.44
41  4.44
42	4.46
44	4.47
49.1	4.48
51.1	4.509
52.7	4.51
54	4.51
56.1	4.52
58.8	4.53
60.7	4.53
61.8	4.538 
63.1	4.54
66	4.55
68.9	4.55
70.3	4.56
72	4.569
74.7	4.57
77	4.57
78	4.57
80.2	4.57
81.6	4.58
85.3	4.58
88.3	4.58
91	4.59
